,category,amt,city,state,lat,long,city_pop,age,is_fraud
39476,grocery_net,58.610000000000014,Muskegon,MI,43.2326,-86.2492,128715.0,29.0,0
282349,kids_pets,21.21999999999997,Saint Amant,LA,30.2385,-90.8435,10076.0,47.0,1
339039,kids_pets,4.939999999999998,Kirby,OH,40.813,-83.4196,117.99999999998545,67.0,0
1185519,shopping_pos,6.839999999999975,Baton Rouge,LA,30.4066,-91.1468,378909.0,47.0,0
588049,health_fitness,6.920000000000016,West Columbia,SC,33.9568,-81.1405,52126.0,95.0,0
609087,food_dining,86.63999999999999,Saint Amant,LA,30.2385,-90.8435,10076.0,47.0,0
7523,grocery_pos,307.09,Wales,AK,64.7556,-165.6723,145.0,85.0,1
1098332,kids_pets,55.19999999999999,Tower Hill,IL,39.39,-88.9597,1532.0,44.0,0
160408,shopping_net,858.9299999999998,Iselin,NJ,40.5716,-74.3167,18459.0,95.0,1
599936,shopping_net,904.31,Detroit,MI,42.377,-83.0796,673342.0,55.0,1
266285,misc_net,1037.69,Dallas,TX,32.7699,-96.743,1263321.0,82.0,1
850349,personal_care,107.54000000000005,Diamond,OH,41.0935,-81.0425,2643.9999999999854,41.0,0
703752,entertainment,14.259999999999991,Thornville,OH,39.8974,-82.4071,9050.999999999985,41.0,0
1097804,gas_transport,6.680000000000007,Greenville,OH,40.0987,-84.6342,22930.0,53.0,1
522269,grocery_pos,330.94,Rock Glen,PA,40.954,-76.1747,143.0,42.0,1
1047614,misc_net,16.54000000000002,Carlotta,CA,40.507,-123.9743,1139.0,73.0,0
353428,health_fitness,18.439999999999998,Bristol,PA,40.1159,-74.8536,21125.0,39.0,1
469031,misc_net,838.48,North Judson,IN,41.2244,-86.6966,5791.000000000015,65.0,1
481561,health_fitness,22.560000000000002,Lagrange,WY,41.6423,-104.1974,635.0,51.0,1
95982,grocery_pos,315.99,Huntsville,AL,34.6205,-86.551,190178.0,65.0,1
85967,shopping_net,912.71,Pembroke,NC,34.6902,-79.1834,14783.0,69.0,1
931831,shopping_net,94.81000000000003,Paradise Valley,AZ,33.5494,-111.9565,17047.0,89.0,0
28804,shopping_net,980.06,Mc Veytown,PA,40.5046,-77.7186,4653.0,27.0,1
834494,grocery_pos,298.83,Atlantic,VA,37.9073,-75.5089,741.0,38.0,1
906068,shopping_net,3.6899999999999977,Winslow,AR,35.8312,-94.1187,2786.0000000000146,59.0,0
32162,gas_transport,91.26999999999998,San Diego,CA,32.7185,-117.1593,1241364.0,37.0,0
110326,grocery_pos,309.75,Detroit,MI,42.3749,-83.1087,673342.0,78.0,1
263484,entertainment,9.490000000000009,Eldridge,AL,33.9315,-87.6194,1186.0,38.0,0
1253348,grocery_pos,107.55000000000004,Viola,AR,36.3924,-91.9932,1679.0,38.0,0
248124,kids_pets,29.410000000000025,Andrews,IN,40.8618,-85.6067,2304.0,69.0,0
383206,kids_pets,65.05000000000001,Smith River,CA,41.9404,-124.1587,1930.0,41.0,0
935809,grocery_pos,310.39,Premier,WV,37.3752,-81.6539,337.0,38.0,1
1000805,misc_net,891.19,Winfield,WV,38.5072,-81.89,5512.0,44.0,1
1021803,food_dining,76.41000000000003,Heiskell,TN,36.115,-84.0438,4729.0,42.0,0
574688,grocery_pos,102.41,Andrews,IN,40.8618,-85.6067,2304.0,69.0,0
372012,grocery_pos,333.84,Central,IN,38.097,-86.1723,350.0,69.0,1
1182070,travel,10.639999999999986,Brookfield,WI,43.0668,-88.1469,41111.0,84.0,1
919427,personal_care,21.69999999999999,Oran,IA,42.7012,-92.0762,53.0,52.0,0
573880,health_fitness,18.389999999999986,Arcadia,OH,41.1116,-83.50200000000001,1202.0,91.0,1
435977,gas_transport,17.930000000000007,Scotts Mills,OR,44.9897,-122.6187,1252.0,87.0,1
258990,shopping_net,1135.26,Kirkwood,NY,42.0695,-75.7967,3800.0,56.0,1
778349,kids_pets,18.95999999999998,Eldridge,AL,33.9315,-87.6194,1186.0,38.0,1
1133864,shopping_net,974.97,Hatch,UT,37.7175,-112.4777,258.0,63.0,1
72134,misc_net,13.079999999999984,Holcomb,KS,37.9931,-100.9893,2691.0,31.000000000000004,0
30360,grocery_pos,311.14,Edisto Island,SC,32.5486,-80.307,2408.0,27.0,1
1196950,grocery_pos,278.62,Kingsford Heights,IN,41.4802,-86.6919,1423.0,26.0,1
780931,misc_net,173.03999999999996,Matthews,MO,36.7154,-89.6287,1019.0,45.0,0
456515,health_fitness,3.180000000000007,Edisto Island,SC,32.5486,-80.307,2408.0,27.0,0
442271,grocery_net,36.69,Mountain Park,OK,34.7032,-98.9591,540.0,41.0,0
1291873,shopping_net,1104.69,Mount Hope,AL,34.4793,-87.4769,1312.0,69.0,1
981273,shopping_net,877.46,Hinesburg,VT,44.3346,-73.098,4542.0,26.0,1
1009854,shopping_net,1146.72,Tulsa,OK,36.2395,-95.9596,413574.0,56.0,1
859645,misc_pos,41.05000000000001,Atlantic,VA,37.9073,-75.5089,741.0,38.0,0
401805,grocery_pos,326.38,Harwood,MD,38.8582,-76.6145,3289.0,91.0,1
18537,shopping_net,895.25,Gadsden,AL,34.048,-85.9246,67082.0,61.0,1
645722,home,39.19,Yellowstone National Park,WY,44.7957,-110.6137,369.0,83.0,0
221520,shopping_net,1023.3499999999999,Lohrville,IA,42.2619,-94.5566,695.0,70.0,1
498787,misc_net,817.8799999999999,Rock Springs,WY,41.606,-109.23,27971.0,40.0,1
114868,gas_transport,67.52000000000001,Collettsville,NC,35.9946,-81.7266,885.0,36.0,0
52625,grocery_pos,280.48,Smock,PA,39.9961,-79.7678,1946.0,34.0,1
228148,grocery_pos,312.41,Zavalla,TX,31.1569,-94.3871,2836.0,39.0,1
716300,misc_net,697.41,Luzerne,MI,44.6001,-84.2931,864.0,82.0,1
940082,home,25.680000000000007,Wetmore,MI,46.3535,-86.6345,765.0,52.0,0
717911,personal_care,18.03000000000003,Meridian,TX,31.929,-97.6443,2526.0,54.0,1
934884,shopping_pos,1.9499999999999886,Thompson,UT,38.9999,-109.615,46.00000000001455,37.0,0
1030517,personal_care,14.720000000000027,Fields Landing,CA,40.7268,-124.2174,276.0,95.0,0
1002306,shopping_net,866.9299999999998,Winfield,WV,38.5072,-81.89,5512.0,44.0,1
403549,grocery_pos,284.31,New Franken,WI,44.5592,-87.8235,4306.0,35.0,1
890335,shopping_pos,772.44,Kirby,OH,40.813,-83.4196,117.99999999998545,67.0,1
508359,kids_pets,24.649999999999977,Shenandoah Junction,WV,39.3716,-77.8229,1925.0,58.0,0
1010704,shopping_pos,796.29,Sturgis,MS,33.357,-89.0473,1923.0,64.0,1
227930,grocery_pos,314.62,Zavalla,TX,31.1569,-94.3871,2836.0,39.0,1
75418,shopping_net,1292.21,Hovland,MN,47.8342,-90.0476,272.0,23.0,1
757426,gas_transport,10.029999999999973,Orr,MN,48.1439,-92.8561,1680.0,48.0,1
26379,misc_net,795.07,Viola,AR,36.3924,-91.9932,1679.0,38.0,1
1003060,grocery_pos,262.35,Winfield,WV,38.5072,-81.89,5512.0,44.0,1
42415,grocery_net,15.850000000000023,Dell City,TX,31.924,-105.2099,579.0,79.0,1
256107,kids_pets,8.220000000000027,Marathon,TX,30.1886,-103.2214,498.0,34.0,0
75343,personal_care,20.25,Albuquerque,NM,35.0561,-106.5506,641349.0,57.0,1
1163021,misc_pos,30.78000000000003,Saint Bonaventure,NY,42.2701,-78.6847,1453.0,50.0,0
21753,grocery_pos,324.87,Westerville,NE,41.4193,-99.3844,73.0,89.0,1
1101393,grocery_net,44.05000000000001,Bessemer,AL,33.3224,-86.9657,71463.0,35.0,0
7844,home,33.129999999999995,Creola,OH,39.3543,-82.50299999999999,321.00000000001455,45.0,0
88493,food_dining,6.689999999999998,Drakes Branch,VA,36.9688,-78.5615,1970.0,39.0,0
491177,food_dining,28.5,Nobleboro,ME,44.0943,-69.4828,1643.0,48.0,0
272231,entertainment,61.27000000000001,Clayton,OK,34.5906,-95.38,1760.0,52.0,0
954995,food_dining,117.75,Hurley,SD,43.2893,-97.1904,811.0,52.0,1
315190,gas_transport,41.68000000000001,Detroit,MI,42.426,-83.15,673342.0,57.0,0
1210141,kids_pets,56.28999999999999,San Diego,CA,33.0067,-117.069,1241364.0,64.0,0
1034588,home,71.36000000000001,Arcadia,SC,34.9572,-81.9916,530.0,35.0,0
425166,shopping_net,1061.37,Craig,AK,55.4732,-133.1171,1920.0000000000146,27.0,1
371433,health_fitness,20.819999999999993,Plymouth,CT,41.6611,-73.0449,2376.0,51.0,0
682342,shopping_pos,769.1199999999999,Moriarty,NM,34.9889,-106.0609,7268.000000000015,36.0,1
1057230,gas_transport,45.640000000000015,Gretna,LA,29.8872,-90.0331,55581.0,52.0,0
837521,personal_care,20.0,Crownpoint,NM,35.7206,-108.0271,5662.0,35.0,1
1030584,shopping_pos,754.16,Coffeeville,MS,33.9215,-89.6782,3451.0,40.0,1
56279,kids_pets,19.05000000000001,Sheffield,MA,42.1001,-73.3611,2121.0,51.0,1
64007,shopping_pos,768.3200000000002,Cranks,KY,36.7558,-83.1838,581.0,57.0,1
945261,shopping_net,1042.27,Big Creek,KY,37.1046,-83.5706,467.0,40.0,1
1096045,home,25.810000000000002,Norwalk,CA,33.9056,-118.0818,105549.0,51.0,0
190676,grocery_pos,293.25,Annapolis,MD,39.0305,-76.5515,92106.0,81.0,1
673418,grocery_pos,289.18,Kingsville,MD,39.4558,-76.4147,5451.0,63.0,1
150496,shopping_pos,4.649999999999977,Wetmore,MI,46.3535,-86.6345,765.0,52.0,0
628859,shopping_pos,6.600000000000023,Tyaskin,MD,38.2833,-75.8465,470.0,59.0,0
38263,kids_pets,16.100000000000023,Sebring,FL,27.4703,-81.4872,50835.0,38.0,1
488424,misc_pos,9.089999999999975,Newark Valley,NY,42.2281,-76.1625,4354.0,30.0,0
1194666,grocery_pos,303.77,Kingsford Heights,IN,41.4802,-86.6919,1423.0,26.0,1
56317,food_dining,149.42,Sheffield,MA,42.1001,-73.3611,2121.0,51.0,1
1096218,shopping_pos,923.96,Daniels,WV,37.7256,-81.1087,3994.0,88.0,1
866985,misc_net,14.779999999999973,Saint Amant,LA,30.2385,-90.8435,10076.0,47.0,0
893745,grocery_pos,46.619999999999976,Port Charlotte,FL,26.9379,-82.2388,79008.0,40.0,0
1220893,entertainment,120.45999999999998,Mulberry Grove,IL,38.9311,-89.2463,1810.0,50.0,0
310014,gas_transport,9.300000000000011,Veedersburg,IN,40.1186,-87.2602,4049.0000000000146,65.0,1
924178,shopping_net,2.769999999999982,Independence,MO,39.1412,-94.3515,123373.0,32.0,0
733869,shopping_net,92.9,Dumont,CO,39.7532,-105.6356,565.0,46.0,0
311582,shopping_pos,726.9299999999998,Hartford,AL,31.086,-85.7192,5732.0,79.0,1
941429,gas_transport,11.399999999999977,Kenner,LA,30.0252,-90.2522,68211.0,90.0,1
419446,kids_pets,73.42000000000002,Louisville,KY,38.1901,-85.7519,736283.9999999999,63.0,0
733862,home,282.21,Kissee Mills,MO,36.6704,-93.0377,1201.0,44.0,1
678965,health_fitness,13.089999999999975,Falmouth,MI,44.2529,-85.01700000000001,1125.9999999999854,69.0,0
1129729,shopping_pos,828.8199999999999,North Loup,NE,41.4972,-98.7858,509.0,44.0,1
921868,grocery_pos,326.57,Fort Washakie,WY,43.0048,-108.8964,1645.0000000000146,48.0,1
942845,personal_care,20.620000000000005,Texarkana,AR,33.431,-93.8765,36438.0,39.0,1
10520,grocery_pos,118.50999999999999,Carlotta,CA,40.507,-123.9743,1139.0,73.0,0
865530,shopping_net,966.51,Humble,TX,30.0041,-95.2825,194500.0,34.0,1
1097854,grocery_pos,335.35,Greenville,OH,40.0987,-84.6342,22930.0,53.0,1
149873,grocery_pos,282.17,Kaktovik,AK,66.6933,-153.994,239.0,27.999999999999996,1
99308,gas_transport,16.600000000000023,Cass,WV,38.388000000000005,-79.9906,365.0,54.0,1
48037,gas_transport,10.569999999999993,Crouse,NC,35.4359,-81.3385,2749.0,27.0,1
572483,misc_pos,230.32,Mounds,OK,35.8896,-96.0887,7163.0,42.0,0
641502,shopping_net,1047.43,New Waverly,TX,30.5354,-95.4532,4993.0,76.0,1
6223,shopping_net,1099.9900000000002,Manor,PA,40.3359,-79.6607,1472.0000000000146,83.0,1
192458,gas_transport,17.28000000000003,Jefferson,NY,42.4999,-74.6117,1665.9999999999854,56.0,1
1223287,grocery_pos,361.16,Huslia,AK,65.6899,-156.292,277.0,59.0,1
1168389,grocery_pos,314.01,Wartburg,TN,36.1016,-84.5652,7511.0,81.0,1
1056670,misc_net,638.58,Dumont,CO,39.7532,-105.6356,565.0,46.0,1
326428,entertainment,20.019999999999982,Phoenix,AZ,33.8155,-112.1202,1312921.9999999998,25.0,0
29254,grocery_pos,319.37,Edisto Island,SC,32.5486,-80.307,2408.0,27.0,1
746602,shopping_net,982.1699999999998,Bryant,WI,45.203,-88.9983,1080.0,45.0,1
149095,home,3.259999999999991,High Rolls Mountain Park,NM,32.9396,-105.8189,899.0,57.0,0
45367,health_fitness,21.25999999999999,Galatia,IL,37.8274,-88.6235,1943.0,53.0,1
33519,home,275.71,Orangeburg,NY,41.0442,-73.9609,5950.0,53.0,1
599162,shopping_pos,13.79000000000002,Elberta,MI,44.5995,-86.2141,372.00000000001455,29.0,0
583436,entertainment,64.57000000000002,Burbank,OK,36.6966,-96.7869,471.0,83.0,0
882130,home,71.18,Arcadia,SC,34.9572,-81.9916,530.0,35.0,0
491399,kids_pets,3.930000000000007,Bay City,MI,43.6088,-83.95299999999999,67858.0,29.0,0
1002675,shopping_pos,956.5899999999999,East Rochester,NY,43.1128,-77.4906,8019.0,96.0,1
132187,grocery_pos,272.15,Mesa,AZ,33.4317,-111.8469,478404.0,84.0,1
151308,shopping_pos,840.1299999999999,Cedar,MI,44.8605,-85.8138,3096.0,49.0,1
126648,misc_pos,14.050000000000011,Clutier,IA,42.0789,-92.3763,590.0,71.0,0
921847,shopping_net,1115.07,Fort Washakie,WY,43.0048,-108.8964,1645.0000000000146,48.0,1
123491,misc_pos,229.39,Shrewsbury,MA,42.2848,-71.7205,35299.0,49.0,0
358941,home,8.589999999999975,Rhame,ND,46.1664,-103.7079,475.0,69.0,0
255013,misc_pos,98.79000000000005,Crownpoint,NM,35.7206,-108.0271,5662.0,35.0,0
93676,misc_net,765.47,Bagley,WI,42.9207,-91.0685,878.0,50.0,1
10189,shopping_pos,142.37,Brooklin,ME,44.2541,-68.5565,824.0,50.0,0
1069848,misc_net,860.5799999999999,Palermo,ND,48.3396,-102.24,229.00000000001455,41.0,1
328741,food_dining,107.32999999999998,Lawn,PA,40.2236,-76.538,213.0,52.0,1
470324,shopping_pos,3.0,Rocky Mount,MO,38.2911,-92.7059,1847.0,36.0,0
884046,entertainment,623.87,Vanderbilt,PA,40.0246,-79.6955,2303.0,37.0,1
220508,kids_pets,87.82,Clayton,OK,34.5906,-95.38,1760.0,52.0,0
81400,personal_care,145.15,Ozawkie,KS,39.2136,-95.4404,2661.0,76.0,0
670015,kids_pets,7.329999999999984,Minneapolis,MN,44.9673,-93.2828,1022298.0,48.0,0
322255,misc_net,1.3799999999999955,Gadsden,AL,34.048,-85.9246,67082.0,61.0,0
1231252,gas_transport,7.819999999999993,Damascus,VA,36.6403,-81.7776,3085.0,34.0,1
191395,shopping_net,884.05,Jefferson,NY,42.4999,-74.6117,1665.9999999999854,56.0,1
375443,travel,7.050000000000011,Central,IN,38.097,-86.1723,350.0,69.0,1
974581,grocery_pos,57.0,Methuen,MA,42.728,-71.181,47249.0,44.0,0
36126,food_dining,109.68999999999997,Sebring,FL,27.4703,-81.4872,50835.0,38.0,1
425181,shopping_net,926.72,Craig,AK,55.4732,-133.1171,1920.0000000000146,27.0,1
1278440,home,259.24,Thomas,WV,39.1505,-79.503,836.0,43.0,1
290417,grocery_pos,310.24,Topeka,KS,39.0645,-95.6413,163415.0,49.0,1
514507,shopping_net,948.3,New Ellenton,SC,33.413000000000004,-81.69,2205.9999999999854,38.0,1
1018008,grocery_pos,91.07,Olmsted,IL,37.1935,-89.0933,639.0,42.0,0
447911,food_dining,35.620000000000005,Norwalk,CA,33.9056,-118.0818,105549.0,51.0,0
162165,grocery_pos,204.01,Roma,TX,26.4215,-99.0025,18128.0,34.0,0
809625,shopping_pos,716.15,Muskegon,MI,43.2326,-86.2492,128715.0,29.0,1
494550,shopping_net,1125.7,Dieterich,IL,39.0319,-88.4074,2092.0,62.0,1
394119,kids_pets,28.94999999999999,Moores Hill,IN,39.0945,-85.0638,3289.0,55.0,0
515699,gas_transport,60.84,West Finley,PA,39.9914,-80.4408,724.0,29.0,0
584285,shopping_net,821.1399999999999,Hawthorne,CA,33.9143,-118.3493,93193.0,29.0,1
666619,health_fitness,72.75,Dumont,CO,39.7532,-105.6356,565.0,46.0,0
926227,grocery_pos,316.64,Gainesville,TX,33.6547,-97.1583,26120.0,70.0,1
334064,grocery_pos,325.1,Jaffrey,NH,42.8178,-72.0275,5457.0,74.0,1
100774,food_dining,107.32,Trenton,TX,33.4235,-96.3398,2211.0,37.0,1
201847,misc_net,868.1399999999999,Sardis,AL,32.2844,-86.992,800.0000000000146,92.0,1
680547,shopping_pos,145.53,Murrayville,IL,39.5723,-90.2379,1512.0,21.000000000000004,0
588100,grocery_pos,277.54,Cassatt,SC,34.3424,-80.5,4424.0,63.0,1
492615,shopping_pos,3.75,Springfield,GA,32.3697,-81.3618,9034.0,55.0,0
796172,shopping_pos,853.5899999999999,Norman Park,GA,31.2462,-83.6549,5666.0,21.000000000000004,1
146488,misc_pos,551.46,Noonan,ND,48.8856,-103.0098,248.0,56.0,0
504301,shopping_pos,6.259999999999991,Creedmoor,NC,36.1124,-78.6476,12335.0,37.0,0
370846,misc_net,7.399999999999977,Sheffield,MA,42.1001,-73.3611,2121.0,51.0,0
454063,food_dining,106.11000000000004,Maysville,KY,38.6207,-83.8067,14228.0,53.0,1
219841,shopping_pos,8.930000000000007,Conway,WA,48.34,-122.3456,85.0,40.0,0
1220862,home,106.47,Muskegon,MI,43.2326,-86.2492,128715.0,29.0,0
130348,shopping_net,977.24,Halma,MN,48.6669,-96.5969,140.0,82.0,1
141998,grocery_pos,195.72,North Tonawanda,NY,43.0498,-78.851,45100.0,31.000000000000004,0
365129,shopping_pos,151.59,Grover,NC,35.1836,-81.4552,5621.0,51.0,0
185216,grocery_pos,289.38,Eureka,IL,40.7152,-89.2706,6713.0,79.0,1
297742,gas_transport,61.18000000000001,Mesa,ID,44.6255,-116.4493,129.0,59.0,0
165424,shopping_net,1126.82,Gregory,AR,35.1791,-91.2594,37.0,66.0,1
1099025,food_dining,95.55000000000004,Heart Butte,MT,48.2777,-112.8456,743.0,52.0,0
255916,food_dining,99.82999999999998,Ollie,IA,41.2001,-92.1354,568.0,55.0,0
641877,gas_transport,60.81,Holliday,TX,33.6751,-98.6576,2317.0,60.0,0
436456,gas_transport,116.91,Elizabethtown,KY,37.6848,-85.8784,48194.0,34.0,0
424555,misc_pos,5.660000000000025,Georgetown,MN,47.0999,-96.727,346.0,48.0,0
828922,shopping_net,5.649999999999977,Henderson,WV,38.8265,-82.1364,642.0,78.0,0
14601,misc_net,701.88,Downsville,NY,42.0716,-75.0152,1227.9999999999854,34.0,1
1214950,personal_care,48.06999999999999,Holstein,NE,40.4542,-98.6538,331.00000000001455,74.0,1
21668,misc_net,790.35,San Jose,CA,37.3304,-121.7913,973849.0000000001,69.0,1
1121969,kids_pets,75.23000000000002,Henderson,WV,38.8265,-82.1364,642.0,78.0,0
837715,kids_pets,17.420000000000016,Dongola,IL,37.3712,-89.1349,2263.0,40.0,1
1178643,grocery_pos,352.85,Ringwood,IL,42.4048,-88.3054,928.0,39.0,1
432480,gas_transport,52.04000000000002,Falconer,NY,42.1239,-79.1895,3833.0,54.0,0
758991,grocery_net,45.01999999999998,Port Richey,FL,28.3011,-82.6927,42619.0,49.0,0
599210,shopping_net,6.350000000000023,Littleton,CO,39.5994,-105.0044,320420.00000000006,49.0,0
154186,misc_net,745.25,Minnesota Lake,MN,43.8295,-93.8282,1087.0,61.0,1
245355,kids_pets,58.319999999999965,Olmsted,IL,37.1935,-89.0933,639.0,42.0,0
298399,grocery_pos,308.68,Westport,KY,38.4921,-85.4524,564.0,27.999999999999996,1
611777,shopping_pos,738.08,American Fork,UT,40.3928,-111.7941,42384.0,32.0,0
172917,misc_net,1039.88,Port Ewen,NY,41.8948,-73.9767,2470.9999999999854,58.0,1
690420,grocery_pos,105.51999999999998,Payson,IL,39.8153,-91.2627,1655.9999999999854,55.0,0
270045,grocery_pos,312.94,Maria Stein,OH,40.4062,-84.5076,2274.0,81.0,1
103022,gas_transport,45.870000000000005,Armonk,NY,41.136,-73.7009,7987.0,60.0,0
226418,grocery_pos,118.95999999999998,Mount Perry,OH,39.8788,-82.18799999999999,1831.0,71.0,0
240210,entertainment,7.480000000000018,Lonsdale,MN,44.4477,-93.4252,5210.999999999985,37.0,0
1008875,gas_transport,19.04000000000002,Weeping Water,NE,40.8731,-96.1528,1517.0,73.0,1
276404,grocery_pos,298.66,Gibsonville,NC,36.1183,-79.5685,12486.0,90.0,1
995441,shopping_pos,733.98,Sixes,OR,42.825,-124.4409,217.0,96.0,1
529166,entertainment,11.170000000000016,Tampa,FL,28.060000000000002,-82.4079,717255.0,58.0,0
445005,home,118.04000000000002,Bagley,WI,42.9207,-91.0685,878.0,50.0,0
935844,shopping_net,86.4,Margaretville,NY,42.1852,-74.6178,1988.0,46.0,0
114638,misc_net,733.72,Saint Louis,MO,38.6171,-90.4504,927396.0,64.0,1
650950,food_dining,30.600000000000023,Grover,NC,35.1836,-81.4552,5621.0,51.0,0
287244,grocery_pos,330.51,Paxton,MA,42.3066,-71.9202,4845.0,98.0,1
64624,shopping_net,935.1299999999999,La Grande,OR,45.3304,-118.0852,16955.0,63.0,1
438181,grocery_pos,87.18,Boyd,WI,44.9437,-91.0294,1690.0,49.0,0
979771,grocery_pos,322.33,Hinesburg,VT,44.3346,-73.098,4542.0,26.0,1
686320,shopping_net,1077.82,Lowville,NY,43.7893,-75.4156,8830.0,33.0,1
603586,misc_net,776.94,Kent,OR,45.0838,-120.6649,60.0,82.0,1
19852,grocery_pos,276.8,Ravenna,NE,41.0233,-98.9041,2202.0,50.0,1
327048,entertainment,172.82,Clarks Mills,PA,41.3851,-80.1752,606.0000000000146,27.0,0
468374,misc_pos,3.329999999999984,Glade Spring,VA,36.7779,-81.7676,5657.0,37.0,0
147867,grocery_pos,315.49,West Chazy,NY,44.797,-73.5112,4778.0,70.0,1
776449,personal_care,20.910000000000025,Scotland,MD,38.0828,-76.3477,313.0,48.0,1
1279570,gas_transport,83.22,Bowersville,OH,39.5756,-83.7153,338.0,36.0,0
477891,kids_pets,43.620000000000005,West Hartford,VT,43.7185,-72.4439,140.0,35.0,0
1284916,entertainment,81.70000000000002,Cazenovia,WI,43.4987,-90.2796,1360.0000000000146,40.0,0
1171611,grocery_pos,143.15,Marathon,TX,30.1886,-103.2214,498.0,34.0,0
259810,shopping_net,914.3499999999999,Ruidoso,NM,33.3305,-105.6933,8874.0,24.0,1
850357,home,110.96999999999997,Mc Nabb,IL,41.173,-89.2187,532.0,68.0,0
620112,grocery_pos,109.88999999999999,Lahoma,OK,36.385,-98.0727,1078.0,35.0,0
693582,personal_care,15.990000000000009,Avoca,IA,41.4768,-95.3509,2036.0,53.0,0
835904,kids_pets,18.46999999999997,Clayton,OK,34.5906,-95.38,1760.0,52.0,1
662123,grocery_pos,106.00999999999999,Rosewood,OH,40.2158,-83.9579,133.0,70.0,0
1186544,misc_pos,7.240000000000009,Cross,SC,33.3364,-80.1859,4471.0,51.0,1
545521,travel,3.4599999999999795,Oxford,MI,42.8223,-83.2829,24840.0,64.0,0
971554,shopping_pos,7.839999999999975,Cleveland,TX,30.33,-95.0202,34153.0,29.0,0
182744,health_fitness,18.129999999999995,Cadiz,KY,36.802,-87.8286,13422.0,63.0,0
356831,grocery_pos,310.66,Kenner,LA,29.9912,-90.2479,68211.0,83.0,1
241338,grocery_pos,290.88,Moulton,IA,40.6866,-92.6833,1132.0,63.0,1
884593,personal_care,51.5,Kirby,OH,40.813,-83.4196,117.99999999998545,67.0,1
622379,misc_pos,130.14,Edisto Island,SC,32.5486,-80.307,2408.0,27.0,0
93730,grocery_pos,292.71,Battle Creek,IA,42.3327,-95.6045,1075.0000000000146,27.0,1
1175088,gas_transport,75.74000000000001,Scarborough,ME,43.5835,-70.3457,18760.0,91.0,0
498907,health_fitness,28.230000000000018,Wilmette,IL,42.0765,-87.7246,27020.0,38.0,0
1077611,home,27.69999999999999,Sutherland,NE,41.1558,-101.136,1789.0,42.0,0
480726,misc_pos,6.819999999999993,Port Saint Lucie,FL,27.262499999999996,-80.3793,181438.0,90.0,0
1177404,gas_transport,62.94999999999999,Orient,NY,41.1437,-72.2879,743.0,56.0,0
518965,grocery_pos,310.77,Rock Glen,PA,40.954,-76.1747,143.0,42.0,1
750185,misc_pos,28.389999999999986,Prairie Hill,TX,31.6591,-96.8094,263.0,68.0,0
506190,misc_net,2.1899999999999977,Holloway,OH,40.0113,-80.9701,127.99999999998545,78.0,0
364954,gas_transport,52.43000000000001,Haines City,FL,28.0758,-81.5929,33804.0,33.0,0
386465,misc_pos,26.819999999999993,Orangeburg,NY,41.0442,-73.9609,5950.0,53.0,0
209663,home,90.49000000000001,Chester,MD,38.9583,-76.2842,5848.0,43.0,0
